D21,,,,
BookingReference,Created Date,Reference,Attendee Status,Attended
B1038472,06/12/2021,A1107229,Attending,Yes
B1038474,06/12/2021,A1107231,Attending,Yes
B1038476,06/12/2021,A1107233,Attending,Yes
B1038477,06/12/2021,A1107234,Attending,Yes
B1038478,06/12/2021,A1107235,Attending,Yes
B1038480,06/12/2021,A1107237,Attending,Yes
B1038482,06/12/2021,A1107239,Attending,Yes
B1038483,06/12/2021,A1107240,Attending,Yes
B1038484,06/12/2021,A1107241,Attending,Yes
B1038486,06/12/2021,A1107243,Attending,
B1038498,06/12/2021,A1107255,Attending,Yes
B1038508,06/12/2021,A1107265,Attending,
B1038516,06/12/2021,A1107273,Attending,Yes
B1038555,06/12/2021,A1107312,Attending,Yes
B1038725,07/12/2021,A1107485,Attending,Yes
B1038732,07/12/2021,A1107492,Attending,
B1038733,07/12/2021,A1107493,Attending,Yes
B1038776,07/12/2021,A1107536,Attending,Yes
B1038779,07/12/2021,A1107539,Attending,Yes
B1038780,07/12/2021,A1107540,Attending,
B1038782,07/12/2021,A1107542,Attending,Yes
B1038783,07/12/2021,A1107543,Attending,Yes
B1038811,07/12/2021,A1107571,Attending,
B1038813,07/12/2021,A1107573,Attending,Yes
B1038818,07/12/2021,A1107578,Attending,Yes
B1038853,07/12/2021,A1107613,Attending,Yes
B1038854,07/12/2021,A1107614,Attending,Yes
B1038868,07/12/2021,A1107628,Attending,
B1038922,07/12/2021,A1107682,Attending,
B1038923,07/12/2021,A1107683,Attending,
B1038926,07/12/2021,A1107686,Attending,Yes
B1038959,07/12/2021,A1107719,Attending,
B1038965,07/12/2021,A1107725,Attending,Yes
B1038965,07/12/2021,A1107726,Attending,Yes
B1038966,07/12/2021,A1107727,Attending,Yes
B1038977,07/12/2021,A1107738,Attending,Yes
B1038982,07/12/2021,A1107743,Attending,
B1039128,08/12/2021,A1107890,Attending,Yes
B1039130,08/12/2021,A1107892,Attending,Yes
B1039165,08/12/2021,A1107927,Attending,Yes
B1039167,08/12/2021,A1107929,Attending,
B1039175,08/12/2021,A1107937,Attending,
B1039181,08/12/2021,A1107943,Attending,Yes
B1039193,08/12/2021,A1107955,Attending,Yes
B1039197,08/12/2021,A1107959,Attending,Yes
B1039210,08/12/2021,A1107972,Attending,
B1039229,08/12/2021,A1107991,Attending,
B1039230,08/12/2021,A1107992,Attending,
B1039234,08/12/2021,A1107996,Attending,Yes
B1039242,08/12/2021,A1108004,Attending,Yes
B1039242,08/12/2021,A1108005,Attending,Yes
B1039256,08/12/2021,A1108019,Attending,Yes
B1039257,08/12/2021,A1108020,Attending,
B1039275,08/12/2021,A1108038,Attending,
B1039288,08/12/2021,A1108051,Attending,
B1039294,08/12/2021,A1108057,Attending,Yes
B1039299,08/12/2021,A1108062,Attending,Yes
B1039316,08/12/2021,A1108079,Attending,Yes
B1039316,08/12/2021,A1108080,Attending,Yes
B1039321,08/12/2021,A1108085,Attending,Yes
B1039323,08/12/2021,A1108087,Attending,Yes
B1039328,08/12/2021,A1108092,Attending,
B1039436,09/12/2021,A1108201,Attending,Yes
B1039439,09/12/2021,A1108204,Attending,Yes
B1039441,09/12/2021,A1108206,Attending,
B1039443,09/12/2021,A1108208,Cancelled,
B1039447,09/12/2021,A1108212,Attending,Yes
B1039448,09/12/2021,A1108213,Attending,Yes
B1039467,09/12/2021,A1108232,Attending,Yes
B1039476,09/12/2021,A1108241,Attending,Yes
B1039477,09/12/2021,A1108242,Attending,Yes
B1039483,09/12/2021,A1108248,Attending,Yes
B1039491,09/12/2021,A1108256,Attending,
B1039491,09/12/2021,A1108257,Attending,
B1039491,09/12/2021,A1108258,Attending,
B1039491,09/12/2021,A1108259,Attending,
B1039500,09/12/2021,A1108268,Attending,
B1039700,10/12/2021,A1108468,Attending,
B1040356,14/12/2021,A1109124,Attending,
