SRM23,,,,
BookingReference,Created Date,Reference,Attendee Status,Attended
B1183370,25/05/2023,A1256821,Attending,Yes
B1183384,25/05/2023,A1256835,Attending,Yes
B1183386,25/05/2023,A1256837,Attending,Yes
B1183388,25/05/2023,A1256839,Attending,Yes
B1183394,25/05/2023,A1256845,Attending,
B1183407,25/05/2023,A1256858,Attending,Yes
B1183412,25/05/2023,A1256863,Attending,Yes
B1183424,25/05/2023,A1256875,Attending,Yes
B1183427,25/05/2023,A1256878,Attending,
B1183430,25/05/2023,A1256881,Attending,
B1183443,25/05/2023,A1256894,Attending,
B1183477,25/05/2023,A1256928,Attending,
B1183555,25/05/2023,A1257006,Attending,
B1183761,26/05/2023,A1257215,Attending,
B1183771,26/05/2023,A1257225,Attending,
B1183779,26/05/2023,A1257233,Attending,
B1183812,26/05/2023,A1257266,Attending,
B1183827,26/05/2023,A1257281,Attending,
B1183846,26/05/2023,A1257300,Attending,Yes
B1183847,26/05/2023,A1257301,Attending,
B1183899,26/05/2023,A1257353,Attending,
B1183995,27/05/2023,A1257450,Attending,
B1184274,30/05/2023,A1257730,Attending,Yes
B1184276,30/05/2023,A1257732,Attending,Yes
B1184277,30/05/2023,A1257733,Attending,
B1184294,30/05/2023,A1257750,Attending,
B1184306,30/05/2023,A1257762,Attending,
B1184308,30/05/2023,A1257764,Attending,No
B1184326,30/05/2023,A1257782,Attending,Yes
B1184347,30/05/2023,A1257803,Attending,
B1184367,30/05/2023,A1257823,Attending,
B1184394,30/05/2023,A1257850,Attending,
B1184398,30/05/2023,A1257854,Attending,
B1184427,30/05/2023,A1257883,Attending,No
B1184482,30/05/2023,A1257938,Attending,
B1184613,31/05/2023,A1258069,Attending,Yes
B1184647,31/05/2023,A1258103,Attending,
B1184677,31/05/2023,A1258133,Attending,
B1184744,31/05/2023,A1258208,Attending,
B1184748,31/05/2023,A1258212,Attending,
B1184751,31/05/2023,A1258215,Attending,Yes
B1184799,31/05/2023,A1258263,Attending,Yes
B1184800,31/05/2023,A1258264,Attending,Yes
B1184806,31/05/2023,A1258275,Attending,Yes
B1184806,31/05/2023,A1258276,Attending,Yes
B1184809,31/05/2023,A1258280,Attending,Yes
B1184809,31/05/2023,A1258281,Attending,Yes
B1184924,01/06/2023,A1258396,Attending,
B1184937,01/06/2023,A1258409,Attending,Yes
B1184938,01/06/2023,A1258410,Attending,Yes
B1184940,01/06/2023,A1258412,Attending,Yes
B1184942,01/06/2023,A1258414,Attending,Yes
B1184958,01/06/2023,A1258431,Attending,
B1184961,01/06/2023,A1258434,Attending,
B1185030,01/06/2023,A1258504,Attending,Yes
B1185040,01/06/2023,A1258514,Attending,
B1185200,02/06/2023,A1258674,Attending,
B1185209,02/06/2023,A1258683,Attending,Yes
B1185210,02/06/2023,A1258684,Attending,Yes
B1185218,02/06/2023,A1258692,Attending,
B1185238,02/06/2023,A1258712,Attending,Yes
B1185239,02/06/2023,A1258713,Attending,Yes
B1185240,02/06/2023,A1258714,Attending,Yes
B1185241,02/06/2023,A1258715,Attending,Yes
B1185243,02/06/2023,A1258717,Attending,Yes
B1185246,02/06/2023,A1258720,Attending,Yes
B1185247,02/06/2023,A1258721,Attending,Yes
B1185248,02/06/2023,A1258722,Attending,Yes
B1185249,02/06/2023,A1258723,Attending,Yes
B1185253,02/06/2023,A1258727,Attending,Yes
B1185256,02/06/2023,A1258730,Attending,Yes
B1185258,02/06/2023,A1258732,Attending,Yes
B1185259,02/06/2023,A1258733,Attending,Yes
B1185263,02/06/2023,A1258737,Attending,Yes
B1185264,02/06/2023,A1258738,Attending,Yes
B1185274,02/06/2023,A1258748,Attending,Yes
B1185276,02/06/2023,A1258750,Attending,Yes
B1185277,02/06/2023,A1258751,Attending,
B1185287,02/06/2023,A1258761,Attending,Yes
B1185388,03/06/2023,A1258862,Attending,
B1185428,03/06/2023,A1258902,Attending,
B1185487,04/06/2023,A1258961,Attending,
B1185596,05/06/2023,A1259070,Attending,
B1185603,05/06/2023,A1259077,Attending,
B1185624,05/06/2023,A1259098,Attending,Yes
B1185631,05/06/2023,A1259105,Attending,
B1185643,05/06/2023,A1259117,Attending,
B1185684,05/06/2023,A1259158,Attending,
B1185702,05/06/2023,A1259176,Attending,
B1185706,05/06/2023,A1259180,Attending,
B1185772,05/06/2023,A1259247,Attending,Yes
B1185773,05/06/2023,A1259248,Attending,Yes
B1185798,05/06/2023,A1259273,Attending,Yes
B1185800,05/06/2023,A1259275,Attending,Yes
B1185831,05/06/2023,A1259306,Attending,Yes
B1185832,05/06/2023,A1259307,Attending,Yes
B1185975,06/06/2023,A1259451,Attending,
B1185987,06/06/2023,A1259463,Attending,
B1185992,06/06/2023,A1259468,Attending,
B1186007,06/06/2023,A1259483,Attending,Yes
B1186030,06/06/2023,A1259506,Attending,
B1186107,06/06/2023,A1259584,Attending,
B1186120,06/06/2023,A1259597,Attending,Yes
B1186121,06/06/2023,A1259598,Attending,Yes
B1186129,06/06/2023,A1259606,Attending,
B1186255,07/06/2023,A1259733,Attending,Yes
B1186261,07/06/2023,A1259739,Attending,Yes
B1186298,07/06/2023,A1259777,Attending,Yes
B1186302,07/06/2023,A1259781,Attending,Yes
B1186313,07/06/2023,A1259792,Attending,
B1186391,07/06/2023,A1259870,Attending,Yes
B1186589,08/06/2023,A1260069,Attending,No
B1186596,08/06/2023,A1260076,Attending,Yes
B1192585,29/06/2023,A1266149,Attending,
B1192587,29/06/2023,A1266151,Attending,
B1192588,29/06/2023,A1266152,Attending,
B1192589,29/06/2023,A1266153,Attending,
B1192590,29/06/2023,A1266154,Attending,
B1192591,29/06/2023,A1266155,Attending,
B1192592,29/06/2023,A1266156,Attending,
B1192594,29/06/2023,A1266158,Attending,
B1192596,29/06/2023,A1266160,Attending,
B1192597,29/06/2023,A1266161,Attending,
B1192599,29/06/2023,A1266163,Attending,
B1192600,29/06/2023,A1266164,Attending,
B1192601,29/06/2023,A1266165,Attending,
B1192602,29/06/2023,A1266166,Attending,
B1192603,29/06/2023,A1266167,Attending,
B1192606,29/06/2023,A1266170,Attending,
B1192607,29/06/2023,A1266171,Attending,
B1192610,29/06/2023,A1266174,Attending,
B1192612,29/06/2023,A1266176,Attending,
B1192613,29/06/2023,A1266177,Attending,
B1192614,29/06/2023,A1266178,Attending,
B1192615,29/06/2023,A1266179,Attending,
B1192616,29/06/2023,A1266180,Attending,
B1192617,29/06/2023,A1266181,Attending,
B1192618,29/06/2023,A1266182,Attending,
B1192619,29/06/2023,A1266183,Attending,
B1192620,29/06/2023,A1266184,Attending,
B1192972,04/07/2023,A1266553,Attending,
B1192974,04/07/2023,A1266555,Attending,
B1192975,04/07/2023,A1266556,Attending,
B1192976,04/07/2023,A1266557,Attending,
B1192977,04/07/2023,A1266558,Attending,
B1192978,04/07/2023,A1266559,Attending,
B1192979,04/07/2023,A1266560,Attending,
B1192980,04/07/2023,A1266561,Attending,
B1192981,04/07/2023,A1266562,Attending,
B1192982,04/07/2023,A1266563,Attending,
B1192983,04/07/2023,A1266564,Attending,
B1192984,04/07/2023,A1266565,Attending,
B1192985,04/07/2023,A1266566,Attending,
B1192987,04/07/2023,A1266568,Attending,
B1192988,04/07/2023,A1266569,Attending,
B1192989,04/07/2023,A1266570,Attending,
B1192990,04/07/2023,A1266571,Attending,
B1192991,04/07/2023,A1266572,Attending,
B1192992,04/07/2023,A1266573,Attending,
B1192994,04/07/2023,A1266575,Attending,
B1192995,04/07/2023,A1266576,Attending,
B1193642,17/07/2023,A1267303,Attending,
B1193643,17/07/2023,A1267304,Attending,
B1193645,17/07/2023,A1267306,Attending,
B1193646,17/07/2023,A1267307,Attending,
B1193647,17/07/2023,A1267308,Attending,
B1193693,18/07/2023,A1267378,Attending,
