D9,,,,
BookingReference,Created Date,Reference,Attendee Status,Attended
B773947,22/10/2019,A837750,Attending,Yes
B773950,22/10/2019,A837753,Attending,Yes
B773952,22/10/2019,A837755,Attending,Yes
B774198,23/10/2019,A838003,Attending,Yes
B774203,23/10/2019,A838008,Attending,No
B774207,23/10/2019,A838012,Attending,Yes
B774208,23/10/2019,A838013,Attending,Yes
B774210,23/10/2019,A838015,Attending,Yes
B774212,23/10/2019,A838017,Booker not attending,
B774212,23/10/2019,A838019,Attending,Yes
B774212,08/11/2019,A847262,Attending,Yes
B774327,23/10/2019,A838135,Attending,Yes
B774328,23/10/2019,A838136,Attending,Yes
B774388,23/10/2019,A838199,Booker not attending,
B774388,23/10/2019,A838200,Attending,Yes
B774388,23/10/2019,A838201,Attending,Yes
B774389,23/10/2019,A838202,Attending,Yes
B774389,23/10/2019,A838203,Attending,Yes
B774390,23/10/2019,A838204,Attending,Yes
B774390,23/10/2019,A838205,Attending,Yes
B774390,23/10/2019,A838206,Attending,Yes
B774411,23/10/2019,A838230,Attending,Yes
B774411,23/10/2019,A838231,Attending,Yes
B774414,23/10/2019,A838234,Attending,Yes
B774414,23/10/2019,A838235,Attending,Yes
B774429,23/10/2019,A838250,Attending,Yes
B774431,23/10/2019,A838252,Attending,Yes
B776715,24/10/2019,A840537,Attending,No
B776838,24/10/2019,A840661,Attending,Yes
B776839,24/10/2019,A840662,Attending,Yes
B776840,24/10/2019,A840663,Attending,Yes
B777165,25/10/2019,A840992,Attending,Yes
B777166,25/10/2019,A840993,Attending,Yes
B777167,25/10/2019,A840994,Attending,Yes
B777230,25/10/2019,A841059,Attending,Yes
B777231,25/10/2019,A841060,Attending,Yes
B777231,25/10/2019,A841062,Attending,Yes
B777234,25/10/2019,A841064,Attending,Yes
B777234,25/10/2019,A841065,Attending,Yes
B777234,28/10/2019,A841823,Attending,Yes
B777237,25/10/2019,A841068,Attending,Yes
B777237,25/10/2019,A841069,Attending,Yes
B777237,25/10/2019,A841070,Attending,Yes
B777237,25/10/2019,A841071,Attending,Yes
B777240,25/10/2019,A841074,Booker not attending,
B777240,25/10/2019,A841075,Attending,Yes
B777240,25/10/2019,A841076,Attending,Yes
B777240,25/10/2019,A841077,Attending,Yes
B777242,25/10/2019,A841079,Attending,Yes
B777242,25/10/2019,A841080,Attending,Yes
B777244,25/10/2019,A841082,Attending,Yes
B777244,25/10/2019,A841083,Attending,Yes
B777244,25/10/2019,A841084,Attending,Yes
B777267,25/10/2019,A841107,Attending,Yes
B777267,25/10/2019,A841108,Attending,Yes
B777267,25/10/2019,A841109,Attending,Yes
B777269,25/10/2019,A841111,Attending,Yes
B777272,25/10/2019,A841114,Booker not attending,
B777272,25/10/2019,A841115,Attending,Yes
B777272,25/10/2019,A841116,Attending,Yes
B777272,25/10/2019,A841117,Attending,Yes
B777272,25/10/2019,A841118,Attending,Yes
B777272,15/11/2019,A854281,Attending,Yes
B777286,25/10/2019,A841132,Attending,Yes
B777287,25/10/2019,A841133,Attending,Yes
B777293,25/10/2019,A841139,Attending,Yes
B777293,25/10/2019,A841140,Attending,Yes
B777293,25/10/2019,A841141,Attending,Yes
B777293,25/10/2019,A841142,Attending,Yes
B777940,28/10/2019,A841798,Attending,No
B777996,28/10/2019,A841856,Attending,Yes
B777998,28/10/2019,A841858,Attending,Yes
B778038,28/10/2019,A841898,Attending,Yes
B778038,28/10/2019,A841899,Attending,Yes
B778038,28/10/2019,A841900,Attending,Yes
B778038,28/10/2019,A841901,Attending,Yes
B778041,28/10/2019,A841904,Attending,Yes
B778041,28/10/2019,A841905,Attending,Yes
B778044,28/10/2019,A841908,Attending,No
B778048,28/10/2019,A841912,Attending,Yes
B778048,28/10/2019,A841913,Attending,Yes
B778048,28/10/2019,A841914,Attending,Yes
B778048,28/10/2019,A841915,Attending,Yes
B778074,28/10/2019,A841941,Attending,Yes
B778081,28/10/2019,A841948,Attending,Yes
B778177,28/10/2019,A842055,Attending,No
B778371,29/10/2019,A842261,Attending,Yes
B778375,29/10/2019,A842266,Attending,Yes
B778391,29/10/2019,A842289,Attending,Yes
B778562,29/10/2019,A842467,Booker not attending,No
B778562,29/10/2019,A842468,Attending,Yes
B778562,29/10/2019,A842469,Attending,Yes
B778562,29/10/2019,A842470,Attending,Yes
B778568,29/10/2019,A842476,Attending,Yes
B778568,29/10/2019,A842477,Attending,Yes
B778568,29/10/2019,A842478,Attending,Yes
B778574,29/10/2019,A842484,Attending,Yes
B778574,29/10/2019,A842485,Cancelled,
B778574,29/10/2019,A842486,Attending,Yes
B778574,29/10/2019,A842487,Attending,Yes
B778574,29/10/2019,A842488,Attending,Yes
B778574,29/10/2019,A842489,Attending,Yes
B778574,29/10/2019,A842490,Attending,Yes
B778834,30/10/2019,A842753,Attending,Yes
B778888,30/10/2019,A842808,Attending,No
B778891,30/10/2019,A842811,Attending,Yes
B778893,30/10/2019,A842813,Attending,No
B778894,30/10/2019,A842814,Cancelled,
B778899,30/10/2019,A842819,Attending,Yes
B778902,30/10/2019,A842822,Attending,No
B778903,30/10/2019,A842823,Attending,No
B778907,30/10/2019,A842827,Attending,No
B778908,30/10/2019,A842828,Attending,Yes
B778913,30/10/2019,A842833,Attending,Yes
B778913,31/10/2019,A843600,Attending,Yes
B778913,05/11/2019,A845772,Attending,Yes
B778989,30/10/2019,A842910,Attending,Yes
B778991,30/10/2019,A842912,Attending,Yes
B779047,30/10/2019,A842970,Cancelled,
B779049,30/10/2019,A842972,Attending,No
B779076,30/10/2019,A842999,Cancelled,Yes
B779122,30/10/2019,A843047,Attending,No
B779610,31/10/2019,A843580,Attending,Yes
B779616,31/10/2019,A843586,Attending,Yes
B779617,31/10/2019,A843587,Attending,No
B779619,31/10/2019,A843589,Attending,Yes
B779620,31/10/2019,A843590,Attending,No
B779621,31/10/2019,A843591,Attending,No
B779622,31/10/2019,A843592,Cancelled,
B779624,31/10/2019,A843594,Attending,No
B779627,31/10/2019,A843597,Attending,No
B779652,31/10/2019,A843624,Attending,Yes
B779664,31/10/2019,A843636,Attending,Yes
B779717,31/10/2019,A843692,Attending,Yes
B779720,31/10/2019,A843695,Attending,Yes
B779789,31/10/2019,A843770,Attending,Yes
B779797,31/10/2019,A843778,Attending,Yes
B779968,01/11/2019,A843958,Attending,Yes
B780989,04/11/2019,A844992,Attending,Yes
B780992,04/11/2019,A844995,Attending,Yes
B781037,04/11/2019,A845040,Attending,No
B781071,04/11/2019,A845074,Attending,Yes
B781074,04/11/2019,A845077,Attending,Yes
B781076,04/11/2019,A845079,Attending,Yes
B781094,04/11/2019,A845098,Cancelled,
B781120,04/11/2019,A845124,Attending,No
B781125,04/11/2019,A845129,Attending,Yes
B781125,04/11/2019,A845130,Attending,Yes
B781136,04/11/2019,A845141,Attending,No
B781182,04/11/2019,A845188,Attending,Yes
B781561,05/11/2019,A845573,Attending,No
B781564,05/11/2019,A845576,Attending,No
B781757,05/11/2019,A845779,Attending,Yes
B781807,05/11/2019,A845833,Attending,Yes
B781823,05/11/2019,A845849,Attending,Yes
B781829,05/11/2019,A845855,Attending,Yes
B781833,05/11/2019,A845859,Cancelled,
B782192,06/11/2019,A846221,Attending,Yes
B782193,06/11/2019,A846222,Attending,Yes
B782197,06/11/2019,A846226,Attending,Yes
B782200,06/11/2019,A846229,Attending,Yes
B782202,06/11/2019,A846231,Attending,Yes
B782203,06/11/2019,A846232,Attending,Yes
B782204,06/11/2019,A846233,Attending,Yes
B782219,06/11/2019,A846249,Attending,Yes
B782221,06/11/2019,A846251,Attending,Yes
B782224,06/11/2019,A846254,Attending,Yes
B782227,06/11/2019,A846257,Attending,Yes
B782228,06/11/2019,A846258,Attending,Yes
B782236,06/11/2019,A846266,Attending,Yes
B782236,06/11/2019,A846267,Cancelled,
B782236,06/11/2019,A846268,Attending,Yes
B782236,06/11/2019,A846269,Attending,Yes
B782236,06/11/2019,A846270,Attending,Yes
B782236,06/11/2019,A846271,Attending,Yes
B782236,06/11/2019,A846272,Attending,Yes
B782245,06/11/2019,A846281,Attending,Yes
B782252,06/11/2019,A846288,Attending,Yes
B782256,06/11/2019,A846292,Attending,No
B782257,06/11/2019,A846293,Attending,Yes
B782261,06/11/2019,A846297,Cancelled,
B782265,06/11/2019,A846301,Attending,Yes
B782265,06/11/2019,A846302,Attending,Yes
B782275,06/11/2019,A846312,Attending,Yes
B782290,06/11/2019,A846327,Attending,Yes
B782292,06/11/2019,A846329,Attending,Yes
B782298,06/11/2019,A846336,Attending,Yes
B782343,06/11/2019,A846386,Attending,Yes
B782349,06/11/2019,A846392,Attending,Yes
B782412,06/11/2019,A846455,Attending,Yes
B782450,06/11/2019,A846493,Attending,Yes
B782450,06/11/2019,A846494,Attending,Yes
B782452,06/11/2019,A846496,Attending,Yes
B782452,06/11/2019,A846497,Attending,Yes
B782456,06/11/2019,A846502,Attending,Yes
B782456,06/11/2019,A846503,Attending,Yes
B782461,06/11/2019,A846508,Attending,Yes
B782461,06/11/2019,A846509,Attending,Yes
B782467,06/11/2019,A846515,Attending,Yes
B782467,06/11/2019,A846516,Attending,Yes
B782467,06/11/2019,A846517,Attending,Yes
B782467,12/11/2019,A851580,Attending,Yes
B782468,06/11/2019,A846518,Attending,Yes
B782468,06/11/2019,A846519,Attending,Yes
B782478,06/11/2019,A846529,Attending,Yes
B782478,06/11/2019,A846530,Attending,Yes
B782480,06/11/2019,A846532,Attending,Yes
B782480,06/11/2019,A846533,Attending,Yes
B782794,07/11/2019,A846853,Attending,Yes
B782795,07/11/2019,A846854,Attending,Yes
B782834,07/11/2019,A846894,Attending,Yes
B782834,07/11/2019,A846895,Attending,Yes
B782834,07/11/2019,A846896,Attending,Yes
B782834,07/11/2019,A846897,Attending,Yes
B782843,07/11/2019,A846907,Attending,No
B782846,07/11/2019,A846910,Attending,Yes
B782850,07/11/2019,A846914,Attending,Yes
B782902,07/11/2019,A846969,Attending,Yes
B783161,08/11/2019,A847229,Attending,Yes
B783162,08/11/2019,A847230,Attending,Yes
B783165,08/11/2019,A847233,Attending,Yes
B783171,08/11/2019,A847239,Attending,Yes
B783172,08/11/2019,A847240,Attending,Yes
B783173,08/11/2019,A847241,Attending,Yes
B783175,08/11/2019,A847243,Attending,Yes
B783177,08/11/2019,A847245,Attending,Yes
B783179,08/11/2019,A847247,Attending,Yes
B783180,08/11/2019,A847248,Attending,Yes
B783181,08/11/2019,A847249,Attending,Yes
B783182,08/11/2019,A847250,Attending,Yes
B783183,08/11/2019,A847251,Attending,Yes
B783191,08/11/2019,A847259,Attending,Yes
B783192,08/11/2019,A847260,Attending,Yes
B783221,08/11/2019,A847290,Attending,Yes
B783223,08/11/2019,A847292,Attending,Yes
B783224,08/11/2019,A847293,Attending,Yes
B783226,08/11/2019,A847295,Attending,Yes
B783229,08/11/2019,A847298,Attending,Yes
B783238,08/11/2019,A847307,Attending,Yes
B783241,08/11/2019,A847310,Attending,Yes
B783242,08/11/2019,A847311,Attending,Yes
B783243,08/11/2019,A847312,Attending,Yes
B783249,08/11/2019,A847318,Attending,Yes
B783249,08/11/2019,A847319,Attending,Yes
B783249,08/11/2019,A847320,Attending,Yes
B783249,08/11/2019,A847321,Attending,Yes
B783257,08/11/2019,A847329,Attending,Yes
B783257,08/11/2019,A847330,Attending,Yes
B783257,08/11/2019,A847331,Attending,Yes
B783267,08/11/2019,A847342,Attending,Yes
B783267,08/11/2019,A847343,Attending,Yes
B783267,08/11/2019,A847344,Attending,Yes
B783267,08/11/2019,A847345,Attending,Yes
B783267,08/11/2019,A847346,Attending,Yes
B783288,08/11/2019,A847370,Attending,Yes
B783288,08/11/2019,A847371,Attending,Yes
B783288,08/11/2019,A847372,Attending,Yes
B783288,08/11/2019,A847373,Cancelled,
B783288,08/11/2019,A847380,Attending,Yes
B783361,08/11/2019,A847447,Attending,Yes
B783369,08/11/2019,A847457,Attending,Yes
B783369,08/11/2019,A847458,Attending,Yes
B783369,08/11/2019,A847459,Attending,Yes
B783369,08/11/2019,A847460,Attending,Yes
B783377,08/11/2019,A847468,Attending,Yes
B783382,08/11/2019,A847473,Attending,Yes
B783386,08/11/2019,A847477,Attending,Yes
B784877,11/11/2019,A848971,Attending,Yes
B784880,11/11/2019,A848974,Attending,Yes
B784880,11/11/2019,A848975,Attending,Yes
B784880,11/11/2019,A848976,Attending,Yes
B784880,11/11/2019,A848977,Attending,Yes
B784880,11/11/2019,A848978,Attending,Yes
B784888,11/11/2019,A848986,Attending,Yes
B784894,11/11/2019,A848992,Attending,No
B784963,11/11/2019,A849066,Attending,Yes
B784983,11/11/2019,A849086,Attending,Yes
B784988,11/11/2019,A849091,Attending,Yes
B784992,11/11/2019,A849095,Attending,Yes
B785005,11/11/2019,A849109,Attending,Yes
B785007,11/11/2019,A849111,Attending,Yes
B785009,11/11/2019,A849113,Attending,Yes
B785017,11/11/2019,A849121,Attending,Yes
B785053,11/11/2019,A849157,Attending,Yes
B787000,12/11/2019,A851108,Attending,Yes
B787000,12/11/2019,A851109,Attending,Yes
B787003,12/11/2019,A851112,Attending,Yes
B787159,12/11/2019,A851270,Attending,Yes
B787178,12/11/2019,A851290,Attending,Yes
B787213,12/11/2019,A851325,Attending,Yes
B787226,12/11/2019,A851338,Attending,Yes
B787226,12/11/2019,A851339,Attending,Yes
B787226,12/11/2019,A851340,Attending,Yes
B787226,12/11/2019,A851341,Attending,Yes
B787226,12/11/2019,A851342,Attending,Yes
B787233,12/11/2019,A851349,Attending,No
B787352,12/11/2019,A851468,Attending,Yes
B787365,12/11/2019,A851481,Attending,Yes
B787441,12/11/2019,A851557,Attending,Yes
B787441,12/11/2019,A851558,Attending,Yes
B787441,12/11/2019,A851559,Attending,Yes
B787453,12/11/2019,A851571,Attending,Yes
B787453,12/11/2019,A851572,Attending,Yes
B787453,12/11/2019,A851573,Attending,Yes
B787453,12/11/2019,A851574,Attending,Yes
B787458,12/11/2019,A851579,Attending,Yes
B787462,12/11/2019,A851584,Attending,Yes
B787466,12/11/2019,A851588,Attending,Yes
B787466,12/11/2019,A851589,Attending,Yes
B787471,12/11/2019,A851594,Attending,Yes
B787471,12/11/2019,A851595,Attending,Yes
B787471,15/11/2019,A854250,Attending,Yes
B787478,12/11/2019,A851602,Attending,Yes
B787478,12/11/2019,A851603,Attending,Yes
B787478,12/11/2019,A851604,Attending,Yes
B787491,12/11/2019,A851617,Attending,Yes
B787491,12/11/2019,A851618,Attending,Yes
B787491,12/11/2019,A851619,Attending,Yes
B787491,12/11/2019,A851620,Attending,Yes
B787491,12/11/2019,A851621,Attending,Yes
B787491,12/11/2019,A851622,Attending,Yes
B787491,12/11/2019,A851623,Attending,Yes
B787503,12/11/2019,A851635,Attending,Yes
B787503,12/11/2019,A851636,Attending,Yes
B787503,12/11/2019,A851637,Attending,Yes
B787503,12/11/2019,A851638,Attending,Yes
B787503,12/11/2019,A851639,Attending,Yes
B787507,12/11/2019,A851643,Attending,Yes
B787510,12/11/2019,A851646,Attending,Yes
B787510,12/11/2019,A851647,Attending,Yes
B787510,12/11/2019,A851648,Attending,Yes
B787518,12/11/2019,A851656,Attending,Yes
B787518,12/11/2019,A851657,Attending,Yes
B787518,12/11/2019,A851658,Attending,Yes
B787518,12/11/2019,A851659,Attending,Yes
B787527,12/11/2019,A851668,Attending,Yes
B787527,12/11/2019,A851669,Attending,Yes
B787527,12/11/2019,A851670,Attending,Yes
B787527,12/11/2019,A851671,Attending,Yes
B787527,12/11/2019,A851672,Attending,Yes
B787527,12/11/2019,A851673,Attending,Yes
B787527,12/11/2019,A851674,Attending,Yes
B787527,12/11/2019,A851675,Attending,Yes
B787528,12/11/2019,A851676,Cancelled,
B787528,12/11/2019,A851677,Attending,Yes
B787528,12/11/2019,A851678,Attending,Yes
B787528,12/11/2019,A851679,Attending,Yes
B787528,12/11/2019,A851680,Attending,Yes
B787528,12/11/2019,A851681,Attending,Yes
B787528,12/11/2019,A851682,Cancelled,
B787528,12/11/2019,A851683,Attending,Yes
B787528,12/11/2019,A851684,Attending,Yes
B787528,12/11/2019,A851685,Attending,Yes
B787528,12/11/2019,A851686,Attending,Yes
B787528,12/11/2019,A851687,Attending,Yes
B787528,12/11/2019,A851688,Attending,Yes
B787528,12/11/2019,A851689,Attending,Yes
B787528,12/11/2019,A851690,Attending,Yes
B787528,13/11/2019,A852574,Attending,Yes
B787530,12/11/2019,A851692,Attending,Yes
B787531,12/11/2019,A851693,Attending,Yes
B787537,12/11/2019,A851699,Booker not attending,
B787569,12/11/2019,A851731,Attending,Yes
B787569,12/11/2019,A851732,Attending,Yes
B787569,12/11/2019,A851733,Attending,Yes
B787569,15/11/2019,A854253,Attending,Yes
B788167,13/11/2019,A852339,Attending,Yes
B788170,13/11/2019,A852343,Attending,Yes
B788176,13/11/2019,A852349,Attending,Yes
B788181,13/11/2019,A852354,Attending,Yes
B788186,13/11/2019,A852359,Attending,Yes
B788194,13/11/2019,A852367,Attending,Yes
B788194,13/11/2019,A852368,Attending,Yes
B788194,13/11/2019,A852369,Attending,Yes
B788197,13/11/2019,A852372,Attending,Yes
B788198,13/11/2019,A852373,Attending,Yes
B788198,13/11/2019,A852374,Attending,Yes
B788200,13/11/2019,A852376,Attending,Yes
B788200,13/11/2019,A852377,Attending,Yes
B788201,13/11/2019,A852378,Attending,Yes
B788201,13/11/2019,A852379,Attending,Yes
B788205,13/11/2019,A852383,Attending,Yes
B788205,13/11/2019,A852384,Attending,Yes
B788206,13/11/2019,A852385,Attending,Yes
B788206,13/11/2019,A852386,Attending,Yes
B788208,13/11/2019,A852388,Attending,Yes
B788208,13/11/2019,A852389,Attending,Yes
B788211,13/11/2019,A852393,Attending,Yes
B788211,13/11/2019,A852394,Attending,Yes
B788213,13/11/2019,A852396,Attending,Yes
B788213,13/11/2019,A852397,Cancelled,
B788213,13/11/2019,A852398,Attending,Yes
B788213,13/11/2019,A852399,Attending,Yes
B788213,13/11/2019,A852400,Attending,Yes
B788214,13/11/2019,A852401,Attending,Yes
B788214,13/11/2019,A852402,Attending,Yes
B788217,13/11/2019,A852405,Attending,Yes
B788217,13/11/2019,A852408,Attending,Yes
B788218,13/11/2019,A852406,Attending,Yes
B788219,13/11/2019,A852407,Attending,Yes
B788222,13/11/2019,A852411,Attending,Yes
B788222,13/11/2019,A852412,Attending,Yes
B788225,13/11/2019,A852416,Attending,Yes
B788225,13/11/2019,A852417,Attending,Yes
B788228,13/11/2019,A852420,Attending,Yes
B788228,13/11/2019,A852421,Attending,Yes
B788228,13/11/2019,A852422,Attending,Yes
B788229,13/11/2019,A852423,Attending,Yes
B788229,13/11/2019,A852424,Attending,Yes
B788229,13/11/2019,A852425,Attending,Yes
B788229,13/11/2019,A852426,Cancelled,
B788229,14/11/2019,A853222,Attending,Yes
B788232,13/11/2019,A852429,Attending,Yes
B788235,13/11/2019,A852432,Attending,Yes
B788236,13/11/2019,A852433,Attending,Yes
B788236,13/11/2019,A852434,Attending,Yes
B788236,13/11/2019,A852435,Attending,Yes
B788243,13/11/2019,A852442,Attending,Yes
B788243,13/11/2019,A852443,Attending,Yes
B788243,13/11/2019,A852444,Attending,Yes
B788243,13/11/2019,A852445,Attending,Yes
B788253,13/11/2019,A852455,Attending,Yes
B788253,13/11/2019,A852456,Attending,Yes
B788256,13/11/2019,A852459,Attending,Yes
B788256,13/11/2019,A852460,Attending,Yes
B788262,13/11/2019,A852466,Attending,Yes
B788262,13/11/2019,A852467,Attending,Yes
B788262,13/11/2019,A852468,Attending,Yes
B788262,13/11/2019,A852469,Attending,Yes
B788265,13/11/2019,A852472,Attending,Yes
B788265,13/11/2019,A852473,Attending,Yes
B788266,13/11/2019,A852474,Attending,Yes
B788266,13/11/2019,A852475,Attending,Yes
B788269,13/11/2019,A852478,Attending,Yes
B788270,13/11/2019,A852479,Attending,Yes
B788279,13/11/2019,A852488,Attending,Yes
B788279,13/11/2019,A852489,Attending,Yes
B788284,13/11/2019,A852494,Attending,Yes
B788284,13/11/2019,A852495,Attending,Yes
B788284,13/11/2019,A852496,Attending,Yes
B788289,13/11/2019,A852502,Attending,Yes
B788289,13/11/2019,A852503,Attending,Yes
B788334,13/11/2019,A852548,Attending,Yes
B788343,13/11/2019,A852557,Attending,Yes
B788343,13/11/2019,A852558,Attending,Yes
B788343,13/11/2019,A852559,Attending,Yes
B788354,13/11/2019,A852577,Attending,Yes
B788364,13/11/2019,A852587,Attending,Yes
B788364,13/11/2019,A852588,Attending,Yes
B788364,13/11/2019,A852589,Attending,Yes
B788364,13/11/2019,A852590,Attending,Yes
B788449,13/11/2019,A852675,Attending,Yes
B788449,13/11/2019,A852676,Attending,Yes
B788478,13/11/2019,A852707,Attending,Yes
B788516,13/11/2019,A852746,Attending,Yes
B788976,14/11/2019,A853213,Attending,Yes
B788976,14/11/2019,A853214,Attending,Yes
B788990,14/11/2019,A853230,Attending,Yes
B788995,14/11/2019,A853235,Attending,Yes
B788996,14/11/2019,A853236,Attending,Yes
B788996,14/11/2019,A853237,Attending,Yes
B788996,14/11/2019,A853238,Attending,Yes
B789006,14/11/2019,A853248,Attending,Yes
B789006,14/11/2019,A853249,Attending,Yes
B789006,14/11/2019,A853250,Attending,Yes
B789006,14/11/2019,A853251,Attending,Yes
B789014,14/11/2019,A853259,Attending,Yes
B789014,14/11/2019,A853260,Attending,Yes
B789017,14/11/2019,A853263,Attending,Yes
B789021,14/11/2019,A853267,Attending,No
B789045,14/11/2019,A853291,Attending,Yes
B789105,14/11/2019,A853351,Attending,Yes
B789109,14/11/2019,A853355,Attending,Yes
B789149,14/11/2019,A853395,Attending,Yes
B789202,14/11/2019,A853448,Attending,Yes
B789230,14/11/2019,A853476,Attending,Yes
B789915,15/11/2019,A854165,Attending,Yes
B789943,15/11/2019,A854193,Attending,Yes
B789945,15/11/2019,A854195,Attending,Yes
B789946,15/11/2019,A854196,Attending,Yes
B789946,15/11/2019,A854197,Attending,Yes
B789946,15/11/2019,A854198,Attending,Yes
B789952,15/11/2019,A854204,Attending,Yes
B789954,15/11/2019,A854207,Attending,Yes
B789957,15/11/2019,A854210,Attending,Yes
B789978,15/11/2019,A854231,Attending,Yes
B789978,15/11/2019,A854235,Attending,Yes
B789978,15/11/2019,A854236,Attending,Yes
B789978,15/11/2019,A854237,Attending,Yes
B789980,15/11/2019,A854233,Attending,Yes
B789991,15/11/2019,A854247,Attending,Yes
B789997,15/11/2019,A854255,Attending,Yes
B789997,15/11/2019,A854256,Attending,Yes
B789997,15/11/2019,A854257,Attending,Yes
B789997,15/11/2019,A854258,Attending,Yes
B790022,15/11/2019,A854284,Attending,Yes
B790033,15/11/2019,A854295,Attending,Yes
B790034,15/11/2019,A854296,Attending,Yes
B790036,15/11/2019,A854298,Attending,Yes
B790038,15/11/2019,A854300,Attending,Yes
B790043,15/11/2019,A854305,Attending,No
B790049,15/11/2019,A854311,Attending,Yes
B790049,15/11/2019,A854312,Attending,Yes
B790051,15/11/2019,A854314,Attending,Yes
B790051,15/11/2019,A854315,Attending,Yes
B790052,15/11/2019,A854316,Attending,Yes
B790059,15/11/2019,A854323,Attending,Yes
B790059,15/11/2019,A854324,Attending,Yes
B790059,15/11/2019,A854325,Attending,Yes
B790060,15/11/2019,A854326,Attending,Yes
B790091,15/11/2019,A854357,Attending,Yes
B790092,15/11/2019,A854358,Attending,Yes
B790109,15/11/2019,A854375,Attending,Yes
B790133,15/11/2019,A854399,Attending,Yes
B790133,15/11/2019,A854400,Attending,Yes
B790133,15/11/2019,A854401,Attending,Yes
B790138,15/11/2019,A854406,Attending,No
B790162,15/11/2019,A854430,Attending,No
B790718,18/11/2019,A854987,Attending,Yes
B790719,18/11/2019,A854988,Attending,Yes
B790724,18/11/2019,A854993,Attending,Yes
B790730,18/11/2019,A854999,Attending,Yes
B790737,18/11/2019,A855006,Attending,Yes
B790737,18/11/2019,A855007,Attending,Yes
B790754,18/11/2019,A855024,Attending,Yes
B790768,18/11/2019,A855038,Attending,Yes
B790804,18/11/2019,A855075,Attending,Yes
B790807,18/11/2019,A855078,Attending,Yes
B790814,18/11/2019,A855085,Attending,Yes
B790842,18/11/2019,A855114,Attending,Yes
B790866,18/11/2019,A855139,Attending,Yes
B790867,18/11/2019,A855140,Attending,Yes
B790882,18/11/2019,A855155,Attending,Yes
B790892,18/11/2019,A855166,Attending,Yes
B790897,18/11/2019,A855171,Attending,Yes
B790901,18/11/2019,A855175,Attending,Yes
B790904,18/11/2019,A855178,Attending,Yes
B790910,18/11/2019,A855184,Attending,Yes
B790917,18/11/2019,A855191,Attending,Yes
B790924,18/11/2019,A855198,Attending,Yes
B790924,18/11/2019,A855199,Attending,Yes
B790938,18/11/2019,A855213,Attending,Yes
B790945,18/11/2019,A855220,Attending,Yes
B790946,18/11/2019,A855221,Attending,Yes
B790952,18/11/2019,A855227,Attending,Yes
B790964,18/11/2019,A855239,Attending,Yes
B791081,18/11/2019,A855357,Attending,Yes
B791091,18/11/2019,A855367,Attending,Yes
B791091,18/11/2019,A855368,Attending,Yes
B791091,18/11/2019,A855369,Attending,Yes
B791091,18/11/2019,A855370,Attending,Yes
B791091,18/11/2019,A855371,Attending,Yes
B791091,18/11/2019,A855372,Attending,Yes
B791091,18/11/2019,A855373,Attending,Yes
B791091,18/11/2019,A855376,Attending,Yes
B791097,18/11/2019,A855380,Attending,Yes
B791097,18/11/2019,A855381,Attending,Yes
B791099,18/11/2019,A855383,Attending,Yes
B791101,18/11/2019,A855385,Attending,Yes
B791103,18/11/2019,A855387,Attending,Yes
B791104,18/11/2019,A855388,Attending,Yes
B791104,18/11/2019,A855389,Attending,Yes
